Soil Depth,PH,Salnity,OC,N,P,K,Crop,Rainfall,Humidity,Min_Temp,Max_temp,Wind_Speed,Season,Yield
Medium,7.6,0.48,0.38,175.62,17.4,398.5,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,8,0.38,0.43,188.16,17.9,274.85,Jowar,560.7,58,11.8,33.3,18,Rabbi,35
Medium,7.6,0.3,0.47,200.7,15.42,366.91,Jowar,560.7,58,11.8,33.3,18,Rabbi,36
Medium,7.9,0.6,0.34,175.62,16.91,435.59,Jowar,560.7,58,11.8,33.3,18,Rabbi,27
Medium,7.5,0.49,0.5,213.25,16.41,447.96,Jowar,560.7,58,11.8,33.3,18,Rabbi,31
Medium,7.8,0.38,0.38,150.53,17.4,304.55,Jowar,560.7,58,11.8,33.3,18,Rabbi,29
Medium,7.8,0.33,0.36,163.07,15.91,422.42,Jowar,560.7,58,11.8,33.3,18,Rabbi,23
Medium,7.9,0.3,0.4,175.62,16.91,356.03,Jowar,560.7,58,11.8,33.3,18,Rabbi,26
Medium,7.5,0.56,0.46,200.7,16.41,289.77,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,8,0.37,0.34,163.07,17.9,412.2,Jowar,560.7,58,11.8,33.3,18,Rabbi,18
Medium,7.7,0.54,0.47,213.25,15.42,331.83,Jowar,560.7,58,11.8,33.3,18,Rabbi,29
Medium,7.9,0.21,0.38,163.07,16.91,441.37,Jowar,560.7,58,11.8,33.3,18,Rabbi,23
Medium,7.5,0.49,0.4,175.62,16.41,421.88,Jowar,560.7,58,11.8,33.3,18,Rabbi,31
Low,7.7,0.33,0.36,153.04,17.4,461.26,Jowar,589,74,10,31.7,17,Rabbi,29
Low,7.6,0.54,0.47,203.21,15.42,342.59,Jowar,589,74,10,31.7,17,Rabbi,36
Low,8,0.47,0.34,140.49,16.91,316.51,Jowar,589,74,10,31.7,17,Rabbi,32
Low,7.5,0.34,0.4,178.12,15.91,452.66,Jowar,589,74,10,31.7,17,Rabbi,35
Low,7.9,0.52,0.5,215.76,17.9,358.71,Jowar,589,74,10,31.7,17,Rabbi,39
Low,7.8,0.34,0.56,215.76,15.42,305.09,Jowar,589,74,10,31.7,17,Rabbi,38
Low,7.6,0.36,0.36,165.58,17.9,346.08,Jowar,589,74,10,31.7,17,Rabbi,27
Low,7.5,0.53,0.42,203.21,16.41,481.29,Jowar,589,74,10,31.7,17,Rabbi,34
Low,7.6,0.23,0.47,228.3,17.4,331.83,Jowar,589,74,10,31.7,17,Rabbi,36
Low,7.9,0.43,0.34,153.04,15.42,386.4,Jowar,589,74,10,31.7,17,Rabbi,32
Low,7.8,0.52,0.47,203.21,18.4,399.97,Jowar,589,74,10,31.7,17,Rabbi,39
Low,7.5,0.35,0.42,165.58,16.41,373.9,Jowar,589,74,10,31.7,17,Rabbi,33
Low,7.8,0.42,0.36,203.21,17.9,454.54,Jowar,589,74,10,31.7,17,Rabbi,33
Low,7.7,0.22,0.48,228.3,15.42,405.75,Jowar,589,74,10,31.7,17,Rabbi,41
Low,7.6,0.45,0.34,178.12,17.4,313.56,Jowar,589,74,10,31.7,17,Rabbi,16
Low,7.9,0.2,0.42,190.67,18.4,396.21,Jowar,589,74,10,31.7,17,Rabbi,27
Low,8,0.43,0.47,215.76,15.91,392.72,Jowar,589,74,10,31.7,17,Rabbi,28
Low,7.6,0.29,0.34,140.49,14.42,401.05,Jowar,589,74,10,31.7,17,Rabbi,15
Low,7.8,0.28,0.43,165.58,12.93,306.7,Jowar,589,74,10,31.7,17,Rabbi,21
Low,7.7,0.23,0.32,178.12,14.92,353.88,Jowar,589,74,10,31.7,17,Rabbi,14
Low,7.6,0.16,0.44,203.21,13.92,379.68,Jowar,589,74,10,31.7,17,Rabbi,29
Low,7.5,0.84,0.3,140.49,16.41,407.23,Jowar,589,74,10,31.7,17,Rabbi,31
Low,7.8,0.26,0.59,253.39,13.43,290.84,Jowar,589,74,10,31.7,17,Rabbi,42
Low,7.6,0.38,0.4,178.12,15.91,366.24,Jowar,589,74,10,31.7,17,Rabbi,23
Low,7.8,0.36,0.46,203.21,13.92,368.52,Jowar,589,74,10,31.7,17,Rabbi,27
Medium,7.5,0.49,0.58,239.59,14.92,397.29,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,8,0.59,0.31,176.87,15.91,303.88,Jowar,560.7,58,11.8,33.3,18,Rabbi,17
Medium,7.7,0.43,0.39,164.33,12.93,358.58,Jowar,560.7,58,11.8,33.3,18,Rabbi,20
Medium,7.8,0.45,0.47,214.5,15.42,413.68,Jowar,560.7,58,11.8,33.3,18,Rabbi,23
Medium,7.5,0.63,0.38,164.33,14.92,370.94,Jowar,560.7,58,11.8,33.3,18,Rabbi,15
Medium,7.9,0.46,0.3,139.24,13.43,321.08,Jowar,560.7,58,11.8,33.3,18,Rabbi,15
Medium,7.8,0.46,0.35,126.69,15.91,361.8,Jowar,560.7,58,11.8,33.3,18,Rabbi,16
Medium,7.5,0.25,0.56,214.5,13.92,394.2,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,8,0.26,0.48,239.59,15.42,275.39,Jowar,560.7,58,11.8,33.3,18,Rabbi,36
Medium,7.8,0.37,0.36,164.33,12.93,380.76,Jowar,560.7,58,11.8,33.3,18,Rabbi,26
Medium,7.7,0.23,0.42,201.96,15.42,343.93,Jowar,560.7,58,11.8,33.3,18,Rabbi,33
Medium,8,0.23,0.5,252.13,16.41,462.74,Jowar,560.7,58,11.8,33.3,18,Rabbi,36
Medium,7.5,0.44,0.43,201.96,14.42,344.2,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.7,0.43,0.38,164.33,16.41,423.23,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.6,0.53,0.36,151.78,14.92,286.94,Jowar,560.7,58,11.8,33.3,18,Rabbi,21
Medium,7.9,0.63,0.31,139.24,12.93,330.89,Jowar,560.7,58,11.8,33.3,18,Rabbi,17
Medium,7.7,0.23,0.39,151.78,16.41,325.65,Jowar,560.7,58,11.8,33.3,18,Rabbi,18
Medium,7.5,0.23,0.35,139.24,15.42,419.6,Jowar,560.7,58,11.8,33.3,18,Rabbi,23
Medium,7.8,0.33,0.51,214.5,11.29,271.35,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.6,0.43,0.55,239.59,16.91,432.5,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.8,0.53,0.4,176.87,14.92,325.92,Jowar,560.7,58,11.8,33.3,18,Rabbi,27
Medium,7.5,0.56,0.32,151.78,12.93,304.15,Jowar,560.7,58,11.8,33.3,18,Rabbi,23
Medium,7.7,0.68,0.52,264.68,15.91,444.19,Jowar,560.7,58,11.8,33.3,18,Rabbi,35
Medium,7.6,0.71,0.42,176.87,15.42,311.14,Jowar,560.7,58,11.8,33.3,18,Rabbi,27
Medium,7.9,0.56,0.34,176.87,16.41,309.39,Jowar,560.7,58,11.8,33.3,18,Rabbi,15
Low,7.7,0.28,0.54,264.68,14.42,454.27,Jowar,724.9,78,10.41,32.4,18,Rabbi,36
Low,7.9,0.49,0.43,189.41,18.4,370.27,Jowar,724.9,78,10.41,32.4,18,Rabbi,32
Low,7.6,0.34,0.32,139.24,19.89,313.82,Jowar,724.9,78,10.41,32.4,18,Rabbi,27
Low,8,0.27,0.44,176.87,15.42,455.62,Jowar,724.9,78,10.41,32.4,18,Rabbi,31
Low,7.5,0.26,0.42,189.41,21.88,298.64,Jowar,724.9,78,10.41,32.4,18,Rabbi,28
Low,7.7,0.49,0.32,151.78,15.42,289.63,Jowar,724.9,78,10.41,32.4,18,Rabbi,17
Low,7.9,0.53,0.44,201.96,17.9,354.14,Jowar,724.9,78,10.41,32.4,18,Rabbi,21
Low,7.6,0.56,0.42,189.41,14.92,435.59,Jowar,724.9,78,10.41,32.4,18,Rabbi,21
Low,7.7,0.55,0.31,139.24,22.38,286.68,Jowar,724.9,78,10.41,32.4,18,Rabbi,10
Low,8,0.65,0.43,189.41,15.42,420.54,Jowar,724.9,78,10.41,32.4,18,Rabbi,16
Low,7.5,0.63,0.31,139.24,17.9,343.26,Jowar,724.9,78,10.41,32.4,18,Rabbi,23
Low,7.8,0.25,0.46,201.96,21.38,274.04,Jowar,724.9,78,10.41,32.4,18,Rabbi,27
Low,7.6,0.38,0.4,189.41,17.9,327.94,Jowar,724.9,78,10.41,32.4,18,Rabbi,27
Low,7.9,0.36,0.34,139.24,14.42,422.69,Jowar,724.9,78,10.41,32.4,18,Rabbi,26
Low,7.8,0.41,0.46,201.96,18.9,385.06,Jowar,724.9,78,10.41,32.4,18,Rabbi,28
Low,7.5,0.48,0.48,214.5,17.4,412.61,Jowar,724.9,78,10.41,32.4,18,Rabbi,31
Low,7.7,0.26,0.56,264.68,15.91,341.64,Jowar,724.9,78,10.41,32.4,18,Rabbi,33
Low,7.6,0.47,0.39,176.87,18.4,410.73,Jowar,724.9,78,10.41,32.4,18,Rabbi,33
Low,7.9,0.25,0.35,176.87,20.89,327,Jowar,724.9,78,10.41,32.4,18,Rabbi,31
Low,7.5,0.55,0.47,214.5,13.92,307.91,Jowar,724.9,78,10.41,32.4,18,Rabbi,24
Low,7.7,0.66,0.34,139.24,12.43,353.34,Jowar,724.9,78,10.41,32.4,18,Rabbi,15
Low,7.6,0.76,0.48,214.5,16.41,381.43,Jowar,724.9,78,10.41,32.4,18,Rabbi,27
Low,8,0.84,0.36,151.78,15.91,316.78,Jowar,724.9,78,10.41,32.4,18,Rabbi,31
Low,7.5,0.22,0.55,252.13,19.39,395.81,Jowar,724.9,78,10.41,32.4,18,Rabbi,38
Low,7.7,0.34,0.38,164.33,16.91,369.33,Jowar,724.9,78,10.41,32.4,18,Rabbi,31
Low,7.8,0.56,0.38,176.87,16.91,301.73,Jowar,724.9,78,10.41,32.4,18,Rabbi,32
Low,7.5,0.67,0.47,214.5,19.89,373.36,Jowar,724.9,78,10.41,32.4,18,Rabbi,37
Low,8,0.58,0.35,176.87,12.93,384.12,Jowar,724.9,78,10.41,32.4,18,Rabbi,29
Low,7.6,0.67,0.51,227.05,19.89,318.39,Jowar,724.9,78,10.41,32.4,18,Rabbi,34
Low,7.9,0.25,0.39,176.87,19.39,356.43,Jowar,724.9,78,10.41,32.4,18,Rabbi,17
Low,7.5,0.39,0.36,151.78,17.4,394.2,Jowar,724.9,78,10.41,32.4,18,Rabbi,15
Low,8,0.5,0.52,264.68,16.41,330.49,Jowar,724.9,78,10.41,32.4,18,Rabbi,23
Low,7.7,0.23,0.4,201.96,13.43,339.36,Jowar,724.9,78,10.41,32.4,18,Rabbi,21
Low,7.6,0.52,0.54,277.22,20.39,405.89,Jowar,724.9,78,10.41,32.4,18,Rabbi,27
Low,8,0.55,0.4,176.87,13.43,304.42,Jowar,724.9,78,10.41,32.4,18,Rabbi,23
Low,7.7,0.44,0.42,189.41,12.93,346.08,Jowar,724.9,78,10.41,32.4,18,Rabbi,26
Low,7.9,0.44,0.39,164.33,14.92,396.88,Jowar,724.9,78,10.41,32.4,18,Rabbi,18
Low,7.5,0.56,0.47,201.96,15.42,434.52,Jowar,724.9,78,10.41,32.4,18,Rabbi,21
Low,7.8,0.59,0.38,151.78,12.93,315.03,Jowar,724.9,78,10.41,32.4,18,Rabbi,29
Low,8,0.68,0.43,189.41,14.42,394.2,Jowar,724.9,78,10.41,32.4,18,Rabbi,15
Low,7.6,0.37,0.47,201.96,16.41,422.69,Jowar,724.9,78,10.41,32.4,18,Rabbi,19
Low,8,0.33,0.39,164.33,13.43,329.55,Jowar,724.9,78,10.41,32.4,18,Rabbi,29
Low,7.8,0.33,0.55,264.68,14.92,449.3,Jowar,724.9,78,10.41,32.4,18,Rabbi,33
Low,7.5,0.24,0.42,176.87,17.4,415.7,Jowar,724.9,78,10.41,32.4,18,Rabbi,16
Low,7.7,0.45,0.46,201.96,12.93,288.15,Jowar,724.9,78,10.41,32.4,18,Rabbi,16
Low,7.9,0.59,0.38,151.78,18.4,381.02,Jowar,724.9,78,10.41,32.4,18,Rabbi,23
Low,7.6,0.65,0.55,214.5,15.91,315.71,Jowar,724.9,78,10.41,32.4,18,Rabbi,38
Low,8,0.68,0.54,239.59,13.92,356.97,Jowar,724.9,78,10.41,32.4,18,Rabbi,42
Low,7.9,0.79,0.39,151.78,17.4,279.15,Jowar,724.9,78,10.41,32.4,18,Rabbi,37
Low,7.5,0.55,0.47,200.7,18.4,388.28,Jowar,589,74,10,31.7,17,Rabbi,37
Low,7.8,0.57,0.4,188.16,12.93,394.2,Jowar,589,74,10,31.7,17,Rabbi,31
Low,7.7,0.43,0.38,137.98,15.42,367.58,Jowar,589,74,10,31.7,17,Rabbi,31
Low,7.6,0.49,0.43,188.16,13.43,287.62,Jowar,589,74,10,31.7,17,Rabbi,27
Low,7.9,0.36,0.52,225.79,16.41,328.61,Jowar,589,74,10,31.7,17,Rabbi,38
Low,7.7,0.39,0.46,200.7,12.93,383.04,Jowar,589,74,10,31.7,17,Rabbi,33
Low,7.5,0.35,0.4,175.62,16.91,369.6,Jowar,589,74,10,31.7,17,Rabbi,31
Low,8,0.25,0.38,163.07,13.92,370.27,Jowar,589,74,10,31.7,17,Rabbi,17
Low,7.8,0.34,0.46,200.7,18.4,397.15,Jowar,589,74,10,31.7,17,Rabbi,18
Low,7.6,0.25,0.51,238.34,12.93,301.73,Jowar,589,74,10,31.7,17,Rabbi,23
Low,7.9,0.45,0.42,188.16,14.92,340.03,Jowar,589,74,10,31.7,17,Rabbi,23
Low,7.5,0.53,0.5,213.25,14.42,428.47,Jowar,589,74,10,31.7,17,Rabbi,27
Low,7.7,0.54,0.43,188.16,16.91,360.33,Jowar,589,74,10,31.7,17,Rabbi,14
Low,8,0.53,0.47,213.25,12.93,407.9,Jowar,589,74,10,31.7,17,Rabbi,27
Low,7.6,0.45,0.38,150.53,17.9,315.97,Jowar,589,74,10,31.7,17,Rabbi,27
Low,7.7,0.5,0.4,175.62,15.91,347.83,Jowar,589,74,10,31.7,17,Rabbi,32
Low,7.6,0.25,0.48,213.25,13.43,327,Jowar,589,74,10,31.7,17,Rabbi,38
Low,7.9,0.38,0.39,175.62,17.9,434.72,Jowar,589,74,10,31.7,17,Rabbi,32
Low,7.6,0.81,0.44,188.16,15.42,353.47,Jowar,589,74,10,31.7,17,Rabbi,36
Low,7.5,0.49,0.42,175.62,15.42,393.79,Jowar,589,74,10,31.7,17,Rabbi,36
Low,7.6,0.55,0.52,238.34,20.39,275.12,Jowar,589,74,10,31.7,17,Rabbi,41
Low,7.6,0.55,0.39,163.07,19.39,369.2,Jowar,589,74,10,31.7,17,Rabbi,33
Low,7.6,0.35,0.43,188.16,12.43,461.66,Jowar,589,74,10,31.7,17,Rabbi,33
Low,8,0.37,0.54,263.42,13.43,286.27,Jowar,589,74,10,31.7,17,Rabbi,39
Low,7.8,0.45,0.4,175.62,15.91,379.68,Jowar,589,74,10,31.7,17,Rabbi,27
Low,7.5,0.55,0.51,225.79,14.92,436.26,Jowar,724.9,78,10.41,32.4,18,Rabbi,31
Low,7.9,0.67,0.42,188.16,18.9,450.11,Jowar,724.9,78,10.41,32.4,18,Rabbi,26
Low,7.7,0.47,0.56,263.42,15.91,488.28,Jowar,724.9,78,10.41,32.4,18,Rabbi,37
Low,7.9,0.57,0.55,275.97,12.93,372.15,Jowar,724.9,78,10.41,32.4,18,Rabbi,39
Low,7.5,0.65,0.39,175.62,12.93,451.05,Jowar,724.9,78,10.41,32.4,18,Rabbi,36
Low,7.6,0.37,0.48,213.25,18.4,356.56,Jowar,724.9,78,10.41,32.4,18,Rabbi,36
Low,7.9,0.35,0.5,225.79,15.42,288.83,Jowar,724.9,78,10.41,32.4,18,Rabbi,41
Low,7.7,0.4,0.55,238.34,19.89,476.45,Jowar,724.9,78,10.41,32.4,18,Rabbi,45
Low,8,0.25,0.4,200.7,20.89,380.76,Jowar,724.9,78,10.41,32.4,18,Rabbi,16
Low,7.5,0.23,0.48,213.25,13.43,399.03,Jowar,724.9,78,10.41,32.4,18,Rabbi,21
Low,8,0.3,0.43,188.16,16.41,359.25,Jowar,724.9,78,10.41,32.4,18,Rabbi,23
Low,7.7,0.44,0.47,200.7,17.9,301.73,Jowar,724.9,78,10.41,32.4,18,Rabbi,23
Low,7.9,0.56,0.39,163.07,16.91,439.22,Jowar,724.9,78,10.41,32.4,18,Rabbi,22
Low,7.5,0.55,0.44,203.21,20.89,466.64,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.5,0.26,0.56,240.84,13.92,412.47,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.9,0.35,0.4,203.21,22.38,299.58,Jowar,520,66.3,10.1,34.2,14,Rabbi,33
Low,7.7,0.45,0.47,215.76,17.4,326.32,Jowar,520,66.3,10.1,34.2,14,Rabbi,25
Low,7.6,0.57,0.48,215.76,13.92,474.57,Jowar,520,66.3,10.1,34.2,14,Rabbi,29
Low,7.9,0.57,0.39,165.58,17.4,342.45,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.5,0.48,0.46,203.21,14.42,490.43,Jowar,520,66.3,10.1,34.2,14,Rabbi,28
Low,8,0.39,0.5,228.3,17.9,316.78,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.9,0.28,0.42,190.67,21.38,412.2,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.6,0.3,0.51,240.84,16.91,347.69,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.5,0.22,0.47,203.21,14.42,428.6,Jowar,520,66.3,10.1,34.2,14,Rabbi,29
Low,7.8,0.44,0.39,165.58,14.92,325.52,Jowar,520,66.3,10.1,34.2,14,Rabbi,26
Low,7.8,0.45,0.52,240.84,18.4,421.08,Jowar,520,66.3,10.1,34.2,14,Rabbi,33
Low,7.9,0.35,0.4,178.12,21.88,460.32,Jowar,520,66.3,10.1,34.2,14,Rabbi,21
Low,8,0.52,0.48,215.76,16.41,311.81,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.6,0.54,0.48,215.76,11.93,422.15,Jowar,520,66.3,10.1,34.2,14,Rabbi,18
Low,7.8,0.55,0.4,178.12,13.92,339.36,Jowar,520,66.3,10.1,34.2,14,Rabbi,21
Low,7.7,0.45,0.38,165.58,10.94,447.55,Jowar,520,66.3,10.1,34.2,14,Rabbi,15
Low,7.5,0.27,0.42,190.67,14.42,366.91,Jowar,520,66.3,10.1,34.2,14,Rabbi,15
Low,8,0.36,0.39,178.12,16.41,327.94,Jowar,520,66.3,10.1,34.2,14,Rabbi,17
Low,7.6,0.44,0.46,203.21,12.43,409.25,Jowar,520,66.3,10.1,34.2,14,Rabbi,21
Low,7.9,0.28,0.35,153.04,11.44,437.61,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.7,0.25,0.5,215.76,13.43,316.51,Jowar,520,66.3,10.1,34.2,14,Rabbi,25
Low,7.5,0.12,0.43,190.67,14.92,438.01,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.8,0.84,0.47,215.76,14.42,465.43,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.6,0.65,0.44,203.21,10.94,353.88,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.9,0.53,0.38,153.04,12.93,392.18,Jowar,520,66.3,10.1,34.2,14,Rabbi,19
Low,7.9,0.7,0.36,178.12,12.43,420,Jowar,520,66.3,10.1,34.2,14,Rabbi,21
Low,7.5,0.34,0.51,228.3,13.92,446.48,Jowar,520,66.3,10.1,34.2,14,Rabbi,26
Low,7.7,0.37,0.47,203.21,15.91,297.16,Jowar,520,66.3,10.1,34.2,14,Rabbi,25
Low,7.8,0.44,0.46,203.21,14.92,408.84,Jowar,520,66.3,10.1,34.2,14,Rabbi,24
Low,7.6,0.45,0.5,215.76,11.44,339.36,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,8,0.28,0.39,165.58,13.43,392.18,Jowar,520,66.3,10.1,34.2,14,Rabbi,28
Low,7.5,0.36,0.36,153.04,11.93,379.68,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.7,0.46,0.48,215.76,12.93,475.1,Jowar,520,66.3,10.1,34.2,14,Rabbi,37
Low,7.6,0.56,0.52,228.3,12.43,460.99,Jowar,520,66.3,10.1,34.2,14,Rabbi,42
Low,8,0.27,0.51,203.21,15.42,381.83,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.8,0.4,0.4,190.67,10.94,288.02,Jowar,520,66.3,10.1,34.2,14,Rabbi,37
Low,7.5,0.24,0.35,153.04,15.42,328.61,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.6,0.25,0.42,190.67,14.42,479.67,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,8,0.5,0.42,178.12,11.93,489.89,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.7,0.44,0.54,240.84,14.92,367.32,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.8,0.27,0.56,253.39,16.41,313.69,Jowar,520,66.3,10.1,34.2,14,Rabbi,39
Low,7.5,0.58,0.43,190.67,12.43,506.55,Jowar,520,66.3,10.1,34.2,14,Rabbi,18
Low,8,0.59,0.54,240.84,11.44,274.71,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.6,0.65,0.55,240.84,15.91,305.63,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,8,0.75,0.55,178.12,14.92,495,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.8,0.64,0.44,215.76,12.93,307.1,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.7,0.64,0.56,178.12,11.93,362.21,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,8,0.43,0.47,203.21,15.42,362.61,Jowar,520,66.3,10.1,34.2,14,Rabbi,33
Low,7.6,1.02,1.05,556.95,40.78,820.1,Jowar,589,74,10,31.7,17,Rabbi,46
Low,8,0.86,1.1,406.43,32.82,722.54,Jowar,589,74,10,31.7,17,Rabbi,42
Medium,7.9,0.58,1.07,456.6,29.84,848.06,Jowar,560.7,58,11.8,33.3,18,Rabbi,57
Medium,7.7,1.11,1.02,481.69,28.84,707.76,Jowar,560.7,58,11.8,33.3,18,Rabbi,52
Medium,7.5,1.22,0.8,356.25,32.82,684.64,Jowar,560.7,58,11.8,33.3,18,Rabbi,47
Medium,7.5,0.88,1.05,456.6,38.79,629.52,Jowar,560.7,58,11.8,33.3,18,Rabbi,42
Medium,7.9,0.84,0.99,431.51,32.82,702.64,Jowar,560.7,58,11.8,33.3,18,Rabbi,42
Medium,7.5,0.64,0.91,406.43,47.74,603.72,Jowar,560.7,58,11.8,33.3,18,Rabbi,43
Medium,8,1.11,0.83,356.25,40.78,541.36,Jowar,560.7,58,11.8,33.3,18,Rabbi,47
Medium,7.8,1.22,0.83,356.25,35.8,630.34,Jowar,560.7,58,11.8,33.3,18,Rabbi,41
Medium,7.5,0.4,1.1,531.87,29.84,703.44,Jowar,560.7,58,11.8,33.3,18,Rabbi,48
Medium,7.9,1,0.94,356.25,43.76,730.6,Jowar,560.7,58,11.8,33.3,18,Rabbi,35
Medium,7.8,1.36,0.91,406.43,38.79,743.24,Jowar,560.7,58,11.8,33.3,18,Rabbi,35
Medium,7.6,0.55,1.07,531.87,30.83,757.48,Jowar,560.7,58,11.8,33.3,18,Rabbi,39
Medium,8,1.06,0.83,331.16,31.83,603.46,Jowar,560.7,58,11.8,33.3,18,Rabbi,42
Medium,7.5,0.38,0.89,381.34,33.82,809.62,Jowar,560.7,58,11.8,33.3,18,Rabbi,28
Medium,7.8,0.84,0.94,429,35.8,776.84,Jowar,560.7,58,11.8,33.3,18,Rabbi,29
Medium,7.9,0.47,1.05,454.09,31.83,624.7,Jowar,560.7,58,11.8,33.3,18,Rabbi,32
Medium,7.6,0.88,0.8,353.74,31.83,606.14,Jowar,560.7,58,11.8,33.3,18,Rabbi,43
Medium,8.1,1.26,0.83,328.65,29.84,790.28,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,8,0.33,0.89,403.92,31.83,709.64,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,7.6,0.69,0.91,378.83,30.83,765,Jowar,560.7,58,11.8,33.3,18,Rabbi,42
Medium,8,0.84,0.97,429,29.84,583.3,Jowar,560.7,58,11.8,33.3,18,Rabbi,42
Medium,7.8,0.52,1.02,454.09,33.82,594.04,Jowar,560.7,58,11.8,33.3,18,Rabbi,45
Medium,7.9,1.18,1.1,479.18,38.79,575.24,Jowar,560.7,58,11.8,33.3,18,Rabbi,50
Medium,7.8,1.1,0.78,278.48,36.8,747.26,Jowar,560.7,58,11.8,33.3,18,Rabbi,48
Medium,7.5,1.36,0.89,403.92,33.82,751.3,Jowar,560.7,58,11.8,33.3,18,Rabbi,43
Medium,8,0.53,0.91,403.92,30.83,783.28,Jowar,560.7,58,11.8,33.3,18,Rabbi,39
Medium,7.5,1.47,1.05,479.18,40.78,675.22,Jowar,560.7,58,11.8,33.3,18,Rabbi,41
Medium,7.7,0.87,0.86,378.83,38.79,756.14,Jowar,560.7,58,11.8,33.3,18,Rabbi,46
Medium,7.9,1.41,0.89,353.74,30.83,702.92,Jowar,560.7,58,11.8,33.3,18,Rabbi,42
Medium,7.8,1.16,0.97,429,33.82,809.62,Jowar,560.7,58,11.8,33.3,18,Rabbi,38
Medium,7.6,0.24,0.86,353.74,35.8,805.06,Jowar,560.7,58,11.8,33.3,18,Rabbi,35
Medium,8,1.36,0.91,403.92,38.79,810.44,Jowar,560.7,58,11.8,33.3,18,Rabbi,33
Medium,7.8,1.4,0.83,353.74,30.83,761.24,Jowar,560.7,58,11.8,33.3,18,Rabbi,37
Medium,7.5,0.68,0.97,429,32.82,548.88,Jowar,560.7,58,11.8,33.3,18,Rabbi,29
Medium,7.9,1.27,0.83,353.74,32.82,747.8,Jowar,560.7,58,11.8,33.3,18,Rabbi,45
Medium,7.7,0.59,1.1,579.53,40.78,709.64,Jowar,560.7,58,11.8,33.3,18,Rabbi,31
Medium,7.8,1.22,1.13,529.36,32.82,817.16,Jowar,560.7,58,11.8,33.3,18,Rabbi,45
Medium,8,0.69,1.07,554.44,31.83,722.8,Jowar,560.7,58,11.8,33.3,18,Rabbi,27
Medium,7.6,0.4,1.05,378.83,31.83,818.5,Jowar,560.7,58,11.8,33.3,18,Rabbi,27
Low,7.7,0.7,0.86,401.41,33.82,684.64,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.8,0.44,1.1,351.23,30.83,790.28,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.5,0.8,1.07,426.5,34.81,693.5,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.8,1,0.94,376.32,31.83,577.92,Jowar,520,66.3,10.1,34.2,14,Rabbi,42
Low,7.6,0.7,1.1,401.41,34.81,709.64,Jowar,520,66.3,10.1,34.2,14,Rabbi,29
Low,8,0.9,1.05,351.23,30.83,684.9,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.7,1.02,1.1,401.41,33.82,651.84,Jowar,520,66.3,10.1,34.2,14,Rabbi,47
Low,7.9,0.4,0.97,376.32,32.82,736.52,Jowar,520,66.3,10.1,34.2,14,Rabbi,15
Low,7.6,0.85,1.13,426.5,34.81,629,Jowar,520,66.3,10.1,34.2,14,Rabbi,21
Low,7.9,0.72,1.07,351.23,30.83,684.1,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.7,1.34,0.97,451.58,37.79,736.52,Jowar,520,66.3,10.1,34.2,14,Rabbi,45
