Soil Depth,PH,Salnity,OC,N,P,K,Crop,Rainfall,Humidity,Min_Temp,Max_temp,Wind_Speed,Season,Yield
Low,7.5,0.5,1.07,426.5,34.81,791.62,Jowar,520,66.3,10.1,34.2,14,Rabbi,21
Low,7.8,1.1,0.83,351.23,31.83,666.62,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.6,0.74,1.02,401.41,33.82,631.68,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,8,0.82,1.07,376.32,32.82,677.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,29
Low,7.7,0.39,0.86,351.23,30.83,817.16,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.5,0.85,0.91,476.67,36.8,683.56,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.8,0.77,0.97,501.76,35.8,710.98,Jowar,520,66.3,10.1,34.2,14,Rabbi,30
Low,7.6,1.02,1.05,526.85,39.38,682.76,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.9,0.52,0.89,351.23,30.83,747.26,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.7,0.86,0.94,401.41,32.82,708.28,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,8,0.68,0.8,476.67,37.79,815.8,Jowar,520,66.3,10.1,34.2,14,Rabbi,15
Low,7.9,1.2,0.86,351.23,31.83,684.1,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.6,0.32,0.99,501.76,37.79,721.72,Jowar,520,66.3,10.1,34.2,14,Rabbi,15
Low,7.7,0.92,0.86,401.41,30.83,602.64,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.5,0.67,0.83,481.69,38.79,678.98,Jowar,520,66.3,10.1,34.2,14,Rabbi,21
Low,8,0.55,0.97,406.43,33.82,580.08,Jowar,520,66.3,10.1,34.2,14,Rabbi,21
Low,7.6,1.32,1.02,582.04,38.79,710.98,Jowar,520,66.3,10.1,34.2,14,Rabbi,39
Low,7.9,0.88,1.07,406.43,31.83,771.18,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.7,0.38,1.05,431.51,36.8,623.88,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.9,1.36,0.89,356.25,31.83,719.58,Jowar,520,66.3,10.1,34.2,14,Rabbi,42
Low,7.8,0.67,0.83,356.25,31.83,682.76,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.5,0.47,1.07,481.69,36.8,670.92,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,8,0.8,0.86,381.34,22.87,757.74,Jowar,520,66.3,10.1,34.2,14,Rabbi,33
Low,7.6,0.84,1.02,456.6,31.83,678.72,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.5,0.67,1.07,481.69,40.78,792.96,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.9,0.4,0.91,406.43,32.82,981.12,Jowar,520,66.3,10.1,34.2,14,Rabbi,17
Low,8,1.02,1.05,506.78,28.84,714.48,Jowar,520,66.3,10.1,34.2,14,Rabbi,37
Low,7.7,1.38,1.1,531.87,27.85,862.84,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.5,0.69,0.89,406.43,26.85,629,Jowar,520,66.3,10.1,34.2,14,Rabbi,28
Low,7.9,1,0.91,381.34,21.88,814.46,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.6,0.84,0.8,356.25,26.85,764.74,Jowar,520,66.3,10.1,34.2,14,Rabbi,34
Low,8,0.24,0.97,431.51,29.84,985.96,Jowar,520,66.3,10.1,34.2,14,Rabbi,37
Low,7.7,1.42,0.83,356.25,37.79,755.32,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.5,0.64,0.86,381.34,21.88,654.52,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.9,1.22,0.97,431.51,30.83,810.44,Jowar,520,66.3,10.1,34.2,14,Rabbi,39
Low,7.6,0.4,0.99,456.6,33.82,982.46,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,8,1.42,1.1,481.69,40.78,702.92,Jowar,520,66.3,10.1,34.2,14,Rabbi,46
Low,7.7,0.98,0.86,381.34,29.84,813.92,Jowar,520,66.3,10.1,34.2,14,Rabbi,33
Low,7.5,0.78,1.05,481.69,40.78,602.64,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,8,1.06,0.99,529.36,28.84,932.74,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,8,0.44,0.83,353.74,33.82,792.96,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.9,0.64,1.02,454.09,25.86,979.78,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.6,0.68,0.72,353.74,39.78,840.26,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.7,1.33,0.89,429,38.79,854.78,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,8,0.81,1.07,529.36,36.8,629.26,Jowar,520,66.3,10.1,34.2,14,Rabbi,42
Low,7.8,0.48,0.86,378.83,31.83,811.78,Jowar,520,66.3,10.1,34.2,14,Rabbi,43
Low,7.5,1.04,0.91,403.92,28.84,990.52,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.9,1.22,0.86,353.74,28.84,764.74,Jowar,520,66.3,10.1,34.2,14,Rabbi,43
Low,7.9,0.66,0.94,378.83,36.8,842.16,Jowar,520,66.3,10.1,34.2,14,Rabbi,33
Low,8,0.85,0.75,328.65,23.87,973.06,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.8,0.66,1.1,479.18,24.86,684.1,Jowar,520,66.3,10.1,34.2,14,Rabbi,43
Low,7.6,0.57,1.15,554.44,29.84,939.46,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,8,1.5,0.94,479.18,39.78,819.84,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.8,0.96,0.86,378.83,29.84,870.92,Jowar,520,66.3,10.1,34.2,14,Rabbi,28
Low,7.9,0.59,0.83,353.74,23.87,766.08,Jowar,520,66.3,10.1,34.2,14,Rabbi,37
Low,7.5,0.58,0.99,454.09,28.84,868.22,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.6,0.44,0.83,353.74,40.78,764.46,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.8,0.36,0.67,278.48,25.86,937.84,Jowar,520,66.3,10.1,34.2,14,Rabbi,21
Low,7.5,0.84,0.86,378.83,35.8,792.16,Jowar,520,66.3,10.1,34.2,14,Rabbi,28
Low,7.7,0.63,0.7,403.92,35.8,740.54,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.6,0.72,0.64,278.48,39.78,696.2,Jowar,520,66.3,10.1,34.2,14,Rabbi,17
Low,7.9,0.97,0.8,353.74,30.83,771.46,Jowar,520,66.3,10.1,34.2,14,Rabbi,21
Low,7.5,0.44,0.99,529.36,26.85,720.12,Jowar,520,66.3,10.1,34.2,14,Rabbi,29
Low,7.8,1.6,0.67,378.83,29.84,666.62,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.9,1.02,0.7,301.06,31.83,846.72,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.7,1.16,0.89,376.32,38.79,869.04,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,8,0.38,1.02,551.94,27.85,854.78,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.6,1.05,0.64,401.41,30.83,951.56,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.8,0.7,0.97,426.5,33.82,790.28,Jowar,520,66.3,10.1,34.2,14,Rabbi,45
Low,7.9,1.16,0.78,351.23,32.82,666.62,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.7,0.44,0.91,401.41,36.8,889.72,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,8,0.96,0.7,351.23,28.84,764.74,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.6,0.64,0.94,376.32,31.83,845.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,33
Low,7.9,0.4,0.64,401.41,33.82,736.52,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.5,1.2,0.91,426.5,37.79,747.26,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.8,0.74,0.72,376.32,32.82,792.96,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.6,0.94,0.89,351.23,29.84,865.54,Jowar,520,66.3,10.1,34.2,14,Rabbi,39
Low,7.9,0.57,0.94,426.5,34.81,900.48,Jowar,520,66.3,10.1,34.2,14,Rabbi,17
Low,7.7,0.67,0.64,401.41,33.82,919.3,Jowar,520,66.3,10.1,34.2,14,Rabbi,21
Low,8,0.58,0.86,501.76,38.79,838.66,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.6,1.18,0.72,401.41,34.81,893.76,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,8,0.36,0.97,351.23,30.83,763.4,Jowar,520,66.3,10.1,34.2,14,Rabbi,34
Low,7.8,0.96,0.75,426.5,35.8,720.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.5,0.68,0.83,451.58,35.8,794.3,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.9,0.58,0.67,476.67,39.78,663.94,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.7,0.55,0.99,376.32,31.83,696.2,Jowar,520,66.3,10.1,34.2,14,Rabbi,25
Low,7.6,0.58,0.78,476.67,36.8,667.96,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.8,1.2,0.8,551.94,37.79,872.26,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.5,0.56,0.7,376.32,32.82,835.7,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.9,1.05,1.07,526.85,31.83,652.1,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.6,0.9,0.89,406.43,37.79,720.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.5,0.53,0.97,431.51,29.84,767.42,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.7,1.01,1.02,456.6,40.78,662.6,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.9,0.33,0.97,456.6,36.8,743.24,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.5,0.6,0.89,381.34,30.83,717.7,Jowar,520,66.3,10.1,34.2,14,Rabbi,37
Low,7.7,0.89,0.8,356.25,36.8,717.7,Jowar,520,66.3,10.1,34.2,14,Rabbi,34
Low,7.6,0.56,0.83,381.34,32.82,680.06,Jowar,520,66.3,10.1,34.2,14,Rabbi,34
Low,7.9,0.64,1.1,481.69,35.8,764.74,Jowar,520,66.3,10.1,34.2,14,Rabbi,42
Low,7.7,1.1,1.05,481.69,37.79,717.7,Jowar,520,66.3,10.1,34.2,14,Rabbi,45
Low,7.5,0.53,0.91,431.51,39.78,706.94,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.6,0.65,1.05,456.6,38.79,684.1,Jowar,520,66.3,10.1,34.2,14,Rabbi,44
Low,7.9,0.92,0.94,406.43,33.82,709.64,Jowar,520,66.3,10.1,34.2,14,Rabbi,44
Low,7.5,0.4,0.89,381.34,31.83,788.12,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.8,1.11,0.99,556.95,34.81,833.28,Jowar,520,66.3,10.1,34.2,14,Rabbi,28
Low,7.8,0.56,0.89,381.34,41.77,701.84,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.5,1.1,1.02,481.69,39.78,771.46,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.9,0.47,1.05,481.69,34.81,791.62,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.6,0.88,1.1,531.87,32.82,765.28,Jowar,520,66.3,10.1,34.2,14,Rabbi,37
Low,7.7,0.66,0.89,406.43,30.83,668.78,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,8,0.37,0.91,356.25,39.78,717.7,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.5,1.23,0.73,582.04,35.8,768.76,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.9,0.68,0.97,456.6,40.78,717.7,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.7,1.24,0.97,481.69,33.82,638.94,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.6,0.49,1.13,506.78,39.78,638.4,Jowar,520,66.3,10.1,34.2,14,Rabbi,46
Low,8,1,1.05,556.95,36.8,692.96,Jowar,520,66.3,10.1,34.2,14,Rabbi,45
Low,7.9,0.72,0.8,356.25,38.79,630.34,Jowar,520,66.3,10.1,34.2,14,Rabbi,42
Low,7.5,0.76,0.89,331.16,32.82,764.74,Jowar,520,66.3,10.1,34.2,14,Rabbi,42
Low,7.6,1.36,0.99,406.43,33.82,637.06,Jowar,520,66.3,10.1,34.2,14,Rabbi,43
Low,7.7,0.99,0.91,481.69,37.79,651.84,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.8,0.58,0.83,306.07,35.8,633.02,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,8,1.4,0.97,531.87,34.81,719.04,Jowar,520,66.3,10.1,34.2,14,Rabbi,44
Low,7.6,1.4,0.86,481.69,31.83,771.46,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.5,0.76,0.94,406.43,38.79,688.4,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.7,0.71,0.94,406.43,35.8,626.58,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.9,0.4,0.89,381.34,33.82,670.92,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.5,1,0.83,331.16,25.86,639.74,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.9,1.22,0.89,381.34,30.83,768.76,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,8,0.54,0.97,431.51,32.82,800.48,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.5,1.2,0.83,381.34,34.81,670.92,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.6,0.7,1.1,556.95,38.79,739.2,Jowar,520,66.3,10.1,34.2,14,Rabbi,47
Low,8,0.4,0.86,406.43,26.85,677.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.8,1.22,0.78,356.25,36.8,666.62,Jowar,520,66.3,10.1,34.2,14,Rabbi,34
Low,7.7,1.56,0.86,331.16,31.83,881.66,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.8,0.51,1.07,481.69,39.78,896.44,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.5,0.64,0.91,406.43,27.85,955.86,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.9,0.95,0.8,406.43,33.82,840.26,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,8,0.42,0.8,356.25,37.79,792.16,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.9,1.36,0.94,431.51,37.79,770.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.8,0.53,0.99,431.51,28.84,629.26,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.8,1.2,0.97,408.93,28.84,652.1,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.5,0.92,0.83,333.67,27.85,817.42,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.9,0.62,1.07,534.37,34.81,685.44,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.8,1.04,0.91,408.93,27.85,846.46,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.5,0.42,1.1,509.29,26.85,629.26,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.7,1.15,0.99,434.02,29.84,710.16,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.6,0.4,0.86,383.85,35.8,840.26,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,8,0.9,1.07,484.2,29.84,854.78,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.8,0.64,1.02,459.11,26.85,791.88,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.7,0.56,0.94,434.02,30.83,840.8,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.6,1.18,1.05,484.2,30.83,881.4,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.9,1.02,1.05,509.29,31.83,629.52,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.6,0.84,0.97,434.02,29.84,708.56,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.5,0.59,0.89,383.85,36.8,770.12,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.5,1,1.02,459.11,31.83,710.16,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,8,0.67,1.05,484.2,32.82,739.2,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.7,0.8,0.99,434.02,28.84,792.16,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.6,0.7,0.91,408.93,32.82,666.62,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.7,0.67,0.97,434.02,30.83,758.82,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.6,0.76,0.89,358.76,38.79,813.12,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.9,0.9,0.75,358.76,34.81,652.1,Jowar,520,66.3,10.1,34.2,14,Rabbi,26
Low,7.8,0.58,0.94,408.93,31.83,795.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.5,1.27,0.99,509.29,33.82,872.26,Jowar,520,66.3,10.1,34.2,14,Rabbi,30
Low,8,0.7,0.94,383.85,26.85,900.48,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.6,1.26,0.86,434.02,37.79,739.2,Jowar,520,66.3,10.1,34.2,14,Rabbi,22
Low,7.8,0.62,0.97,303.56,35.8,931.4,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.7,1.3,0.78,454.09,32.82,708.28,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.5,0.41,0.91,429,25.86,764.46,Jowar,520,66.3,10.1,34.2,14,Rabbi,42
Low,7.9,1.13,0.99,353.74,36.8,946.18,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.6,1.26,0.83,303.56,39.78,692.16,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.8,0.9,0.75,454.09,31.83,935.42,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.9,0.53,1.02,479.18,24.86,653.18,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.5,1.42,0.78,303.56,37.79,806.66,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.9,0.69,0.8,353.74,30.83,867.68,Jowar,520,66.3,10.1,34.2,14,Rabbi,33
Low,7.7,1.48,0.86,378.83,32.82,728.72,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.8,1.17,0.91,403.92,36.8,815.8,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.5,0.55,1.02,454.09,29.84,763.92,Jowar,520,66.3,10.1,34.2,14,Rabbi,45
Low,7.9,0.92,1.05,479.18,23.87,652.1,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.6,0.76,0.83,353.74,38.79,820.64,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.8,1.1,0.8,353.74,28.84,795.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.5,0.65,0.89,378.83,33.82,717.16,Jowar,520,66.3,10.1,34.2,14,Rabbi,46
Low,8,0.47,1.07,529.36,27.85,692.7,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.6,1.18,0.8,378.83,40.78,805.86,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,8,0.66,1.05,529.36,27.85,684.1,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.5,0.44,0.86,353.74,34.81,767.7,Jowar,520,66.3,10.1,34.2,14,Rabbi,23
Low,7.9,0.42,0.83,378.83,26.85,985.68,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.7,0.91,1.07,454.09,23.87,900.48,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,8,1.17,0.75,353.74,25.86,958.28,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.5,0.44,0.91,403.92,28.84,930.04,Jowar,520,66.3,10.1,34.2,14,Rabbi,37
Low,7.9,1.22,0.94,429,35.8,897.8,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.6,0.7,0.78,353.74,24.86,677.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.7,0.99,0.89,378.83,29.84,884.36,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.6,0.82,0.78,328.65,29.84,895.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.5,0.59,0.75,303.56,27.85,641.9,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.8,0.75,1.05,479.18,23.87,871.44,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.7,0.39,0.91,403.92,36.8,704.26,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.9,0.86,0.94,429,33.82,895.1,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.5,0.72,0.75,303.56,26.85,686.78,Jowar,520,66.3,10.1,34.2,14,Rabbi,29
Low,7.8,0.96,0.91,403.92,24.86,801.02,Jowar,520,66.3,10.1,34.2,14,Rabbi,22
Low,7.6,1.16,0.8,353.74,34.81,702.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,22
Low,8,0.53,0.78,303.56,28.84,876.28,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.7,1.05,0.91,403.92,32.82,907.2,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.5,0.73,0.89,378.83,25.86,921.72,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.8,1.02,0.8,353.74,31.83,871.98,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.9,0.38,0.89,403.92,35.8,791.62,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.6,1.11,1.05,479.18,30.83,706.94,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.7,0.97,0.8,353.74,25.86,684.1,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.5,1.16,0.94,429,35.8,655.88,Jowar,520,66.3,10.1,34.2,14,Rabbi,26
Low,8,0.47,0.75,353.74,22.87,873.6,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.7,1.06,0.97,429,31.83,822.52,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.8,0.67,0.78,353.74,26.85,921.98,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.5,1.04,0.99,529.36,36.8,639.74,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.6,0.84,0.86,403.92,31.83,865.54,Jowar,520,66.3,10.1,34.2,14,Rabbi,17
Low,7.9,1.12,0.83,353.74,30.83,677.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.7,0.45,0.94,403.92,27.85,899.94,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.5,0.67,0.86,356.25,32.82,660.98,Jowar,520,66.3,10.1,34.2,14,Rabbi,36
Low,7.8,1.07,0.97,431.51,27.85,869.04,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.6,0.58,0.99,456.6,30.83,768.76,Jowar,520,66.3,10.1,34.2,14,Rabbi,43
Low,7.9,1.22,0.83,356.25,23.87,692.16,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.7,0.86,1.02,456.6,29.84,677.38,Jowar,520,66.3,10.1,34.2,14,Rabbi,45
Low,7.5,0.35,0.86,381.34,28.84,817.16,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.8,1.4,0.97,431.51,33.82,686.78,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.6,1.19,0.83,406.43,28.84,809.36,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.7,0.58,1.02,481.69,29.84,652.92,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.5,0.85,0.99,531.87,24.86,787.04,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.8,0.79,0.89,381.34,34.81,624.96,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.9,0.68,0.91,406.43,31.83,896.98,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.8,0.58,0.86,381.34,22.87,718.5,Jowar,520,66.3,10.1,34.2,14,Rabbi,34
Low,7.6,0.36,1.02,481.69,30.83,796.72,Jowar,520,66.3,10.1,34.2,14,Rabbi,41
Low,7.7,0.84,0.72,406.43,33.82,686.52,Jowar,520,66.3,10.1,34.2,14,Rabbi,27
Low,7.5,0.78,0.75,381.34,32.82,632.76,Jowar,520,66.3,10.1,34.2,14,Rabbi,25
Low,7.7,0.42,0.83,356.25,31.83,903.16,Jowar,520,66.3,10.1,34.2,14,Rabbi,29
Low,7.6,1.05,0.99,431.51,23.87,663.4,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.8,0.7,0.94,456.6,37.79,927.36,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.9,1.11,0.89,381.34,29.84,663.66,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.5,0.39,0.75,331.16,38.79,954.24,Jowar,520,66.3,10.1,34.2,14,Rabbi,29
Low,7.9,1.27,0.97,431.51,24.86,985.16,Jowar,520,66.3,10.1,34.2,14,Rabbi,34
Low,7.6,0.47,0.8,406.43,32.82,638.4,Jowar,520,66.3,10.1,34.2,14,Rabbi,32
Low,7.8,0.71,0.89,356.25,33.82,825.22,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.7,0.47,0.78,331.16,28.84,944.84,Jowar,520,66.3,10.1,34.2,14,Rabbi,33
Low,7.5,0.85,0.78,303.56,25.86,768.76,Jowar,520,66.3,10.1,34.2,14,Rabbi,33
Low,7.7,0.96,0.8,353.74,36.8,876.28,Jowar,520,66.3,10.1,34.2,14,Rabbi,31
Low,7.6,0.38,0.91,403.92,34.81,846.18,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.9,1.05,0.78,353.74,30.83,811.78,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.8,0.73,0.8,353.74,26.85,681.4,Jowar,520,66.3,10.1,34.2,14,Rabbi,40
Low,7.9,1.32,1.02,479.18,34.81,709.64,Jowar,520,66.3,10.1,34.2,14,Rabbi,45
Low,7.5,0.57,0.91,429,31.83,763.66,Jowar,520,66.3,10.1,34.2,14,Rabbi,38
Low,7.9,0.73,0.86,378.83,27.85,869.04,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.7,0.97,0.83,353.74,27.85,827.9,Jowar,520,66.3,10.1,34.2,14,Rabbi,35
Low,7.8,0.38,0.94,429,35.8,686.78,Jowar,520,66.3,10.1,34.2,14,Rabbi,39
Low,7.9,1.18,0.78,353.74,35.8,690.82,Jowar,520,66.3,10.1,34.2,14,Rabbi,37
